Cn,Ch,Zy,Py
00583,葩,ㄆㄚ,pā
00584,扒,(二)ㄆㄚˊ,(二)pá
00585,杷,(一)（讀音）ㄆㄚˊ,(一)（讀音）pá
00586,爬,ㄆㄚˊ,pá
00587,耙,(一)ㄆㄚˊ,(一)pá
00588,琶,(一)（讀音）ㄆㄚˊ,(一)（讀音）pá
00589,筢,ㄆㄚˊ,pá
00590,汃,(一)ㄆㄚˋ,(一)pà
00591,帊,ㄆㄚˋ,pà
00592,怕,ㄆㄚˋ,pà
00593,帕,ㄆㄚˋ,pà
00594,袙,ㄆㄚˋ,pà
00595,杷,(三)（語音）˙ㄆㄚ,(三)（語音）pa
00596,琶,(三)（語音）˙ㄆㄚ,(三)（語音）pa
00597,波,(二)（又音）ㄆㄛ,(二)（又音）pō
00598,坡,ㄆㄛ,pō
00599,陂,(二)ㄆㄛ,(二)pō
00600,頗,(一)ㄆㄛ,(一)pō
00601,癹,ㄆㄛ,pō
00602,潑,ㄆㄛ,pō
00603,婆,ㄆㄛˊ,pó
00604,碆,(二)（又音）ㄆㄛˊ,(二)（又音）pó
00605,番,(三)ㄆㄛˊ,(三)pó
00606,鄱,ㄆㄛˊ,pó
00607,皤,ㄆㄛˊ,pó
00608,搫,(二)ㄆㄛˊ,(二)pó
00609,繁,(二)ㄆㄛˊ,(二)pó
00610,叵,ㄆㄛˇ,pǒ
00611,尀,ㄆㄛˇ,pǒ
00612,笸,ㄆㄛˇ,pǒ
00613,鉕,ㄆㄛˇ,pǒ
00614,頗,(二)ㄆㄛˇ,(二)pǒ
00615,駊,ㄆㄛˇ,pǒ
00616,朴,(一)ㄆㄛˋ,(一)pò
00617,釙,ㄆㄛˋ,pò
00618,泊,(二)（又音）ㄆㄛˋ,(二)（又音）pò
00619,拍,(二)（讀音）ㄆㄛˋ,(二)（讀音）pò
00620,珀,ㄆㄛˋ,pò
00621,迫,ㄆㄛˋ,pò
00622,胉,ㄆㄛˋ,pò
00623,粕,ㄆㄛˋ,pò
00624,魄,(一)ㄆㄛˋ,(一)pò
00625,破,ㄆㄛˋ,pò
00626,哱,ㄆㄛˋ,pò
00627,蒪,ㄆㄛˋ,pò
00628,謈,(一)ㄆㄛˋ,(一)pò
00629,濼,(三)（又音）ㄆㄛˋ,(三)（又音）pò
00630,醱,ㄆㄛˋ,pò
00631,霸,(二)ㄆㄛˋ,(二)pò
00632,拍,(一)（語音）ㄆㄞ,(一)（語音）pāi
00633,俳,ㄆㄞˊ,pái
00634,排,(一)ㄆㄞˊ,(一)pái
00635,徘,ㄆㄞˊ,pái
00636,牌,ㄆㄞˊ,pái
00637,箄,(一)ㄆㄞˊ,(一)pái
00638,簰,ㄆㄞˊ,pái
00639,排,(二)ㄆㄞˇ,(二)pǎi
00640,&fb66._104_0.gif;,ㄆㄞˋ,pài
00641,派,ㄆㄞˋ,pài
00642,湃,ㄆㄞˋ,pài
00643,坯,(一)ㄆㄟ,(一)pēi
00644,呸,ㄆㄟ,pēi
00645,胚,ㄆㄟ,pēi
00646,衃,(一)ㄆㄟ,(一)pēi
00647,披,(二)（又音）ㄆㄟ,(二)（又音）pēi
00648,醅,ㄆㄟ,pēi
00649,坏,(一)ㄆㄟˊ,(一)péi
00650,阫,ㄆㄟˊ,péi
00651,邳,ㄆㄟˊ,péi
00652,培,(一)ㄆㄟˊ,(一)péi
00653,陪,ㄆㄟˊ,péi
00654,毰,ㄆㄟˊ,péi
00655,賠,ㄆㄟˊ,péi
00656,裴,ㄆㄟˊ,péi
00657,妃,(二)ㄆㄟˋ,(二)pèi
00658,配,ㄆㄟˋ,pèi
00659,沛,ㄆㄟˋ,pèi
00660,肺,(二)ㄆㄟˋ,(二)pèi
00661,旆,ㄆㄟˋ,pèi
00662,霈,ㄆㄟˋ,pèi
00663,帔,ㄆㄟˋ,pèi
00664,佩,ㄆㄟˋ,pèi
00665,珮,ㄆㄟˋ,pèi
00666,茷,(二)ㄆㄟˋ,(二)pèi
00667,淠,(二)（又音）ㄆㄟˋ,(二)（又音）pèi
00668,轡,ㄆㄟˋ,pèi
00669,泡,(二)ㄆㄠ,(二)pāo
00670,拋,ㄆㄠ,pāo
00671,脬,ㄆㄠ,pāo
00672,刨,(一)ㄆㄠˊ,(一)páo
00673,庖,ㄆㄠˊ,páo
00674,咆,ㄆㄠˊ,páo
00675,炮,(一)ㄆㄠˊ,(一)páo
00676,炰,ㄆㄠˊ,páo
00677,瓟,(二)ㄆㄠˊ,(二)páo
00678,袍,ㄆㄠˊ,páo
00679,匏,ㄆㄠˊ,páo
00680,跑,(二)ㄆㄠˊ,(二)páo
00681,鞄,(一)ㄆㄠˊ,(一)páo
00682,颮,(一)ㄆㄠˊ,(一)páo
00683,齙,(二)（讀音）ㄆㄠˊ,(二)（讀音）páo
00684,猼,(二)ㄆㄠˊ,(二)páo
00685,麃,(二)ㄆㄠˊ,(二)páo
00686,跑,(一)ㄆㄠˇ,(一)pǎo
00687,泡,(一)ㄆㄠˋ,(一)pào
00688,炮,(二)ㄆㄠˋ,(二)pào
00689,疱,ㄆㄠˋ,pào
00690,砲,ㄆㄠˋ,pào
00691,皰,ㄆㄠˋ,pào
00692,奅,ㄆㄠˋ,pào
00693,&fb70._104_0.gif;,ㄆㄠˋ,pào
00694,剖,(二)（又音）ㄆㄡ,(二)（又音）pōu
00695,抔,ㄆㄡˊ,póu
00696,捊,ㄆㄡˊ,póu
00697,掊,(一)ㄆㄡˊ,(一)póu
00698,裒,ㄆㄡˊ,póu
00699,剖,(一)ㄆㄡˇ,(一)pǒu
00700,培,(二)ㄆㄡˇ,(二)pǒu
00701,掊,(二)ㄆㄡˇ,(二)pǒu
00702,棓,(一)ㄆㄡˇ,(一)pǒu
00703,瓿,ㄆㄡˇ,pǒu
00704,扳,(二)ㄆㄢ,(二)pān
00705,番,(二)ㄆㄢ,(二)pān
00706,潘,ㄆㄢ,pān
00707,攀,ㄆㄢ,pān
00708,弁,(二)ㄆㄢˊ,(二)pán
00709,柈,(一)ㄆㄢˊ,(一)pán
00710,胖,(二)ㄆㄢˊ,(二)pán
00711,般,(二)ㄆㄢˊ,(二)pán
00712,幋,ㄆㄢˊ,pán
00713,媻,ㄆㄢˊ,pán
00714,槃,ㄆㄢˊ,pán
00715,搫,(一)ㄆㄢˊ,(一)pán
00716,磐,ㄆㄢˊ,pán
00717,盤,ㄆㄢˊ,pán
00718,縏,ㄆㄢˊ,pán
00719,鞶,ㄆㄢˊ,pán
00720,磻,ㄆㄢˊ,pán
00721,蟠,ㄆㄢˊ,pán
00722,蹣,(二)ㄆㄢˊ,(二)pán
00723,判,ㄆㄢˋ,pàn
00724,泮,ㄆㄢˋ,pàn
00725,拌,(二)ㄆㄢˋ,(二)pàn
00726,叛,ㄆㄢˋ,pàn
00727,柈,(二)ㄆㄢˋ,(二)pàn
00728,牉,ㄆㄢˋ,pàn
00729,袢,(一)ㄆㄢˋ,(一)pàn
00730,畔,ㄆㄢˋ,pàn
00731,頖,ㄆㄢˋ,pàn
00732,拚,ㄆㄢˋ,pàn
00733,盼,ㄆㄢˋ,pàn
00734,襻,ㄆㄢˋ,pàn
00735,濆,(二)ㄆㄣ,(二)pēn
00736,噴,(一)ㄆㄣ,(一)pēn
00737,歕,(一)ㄆㄣ,(一)pēn
00738,盆,ㄆㄣˊ,pén
00739,湓,ㄆㄣˊ,pén
00740,噴,(二)ㄆㄣˋ,(二)pèn
00741,歕,(二)（又音）ㄆㄣˋ,(二)（又音）pèn
00742,乓,ㄆㄤ,pāng
00743,汸,ㄆㄤ,pāng
00744,滂,ㄆㄤ,pāng
00745,膀,(四)ㄆㄤ,(四)pāng
00746,磅,(三)ㄆㄤ,(三)pāng
00747,尨,(一)ㄆㄤˊ,(一)páng
00748,厖,(一)ㄆㄤˊ,(一)páng
00749,庬,(三)ㄆㄤˊ,(三)páng
00750,彷,(一)ㄆㄤˊ,(一)páng
00751,旁,(一)ㄆㄤˊ,(一)páng
00752,雱,ㄆㄤˊ,páng
00753,傍,(二)ㄆㄤˊ,(二)páng
00754,徬,(一)ㄆㄤˊ,(一)páng
00755,膀,(二)ㄆㄤˊ,(二)páng
00756,螃,ㄆㄤˊ,páng
00757,篣,(一)ㄆㄤˊ,(一)páng
00758,逄,(一)ㄆㄤˊ,(一)páng
00759,龐,ㄆㄤˊ,páng
00760,胖,(一)ㄆㄤˋ,(一)pàng
00761,亨,(三)ㄆㄥ,(三)pēng
00762,烹,ㄆㄥ,pēng
00763,泙,ㄆㄥ,pēng
00764,怦,ㄆㄥ,pēng
00765,抨,ㄆㄥ,pēng
00766,砰,ㄆㄥ,pēng
00767,軯,ㄆㄥ,pēng
00768,閛,ㄆㄥ,pēng
00769,駍,ㄆㄥ,pēng
00770,恲,ㄆㄥ,pēng
00771,淜,ㄆㄥ,pēng
00772,硼,(二)ㄆㄥ,(二)pēng
00773,漰,ㄆㄥ,pēng
00774,磞,ㄆㄥ,pēng
00775,澎,(一)ㄆㄥ,(一)pēng
00776,芃,ㄆㄥˊ,péng
00777,朋,ㄆㄥˊ,péng
00778,倗,ㄆㄥˊ,péng
00779,堋,(二)ㄆㄥˊ,(二)péng
00780,弸,(一)ㄆㄥˊ,(一)péng
00781,棚,ㄆㄥˊ,péng
00782,硼,(一)ㄆㄥˊ,(一)péng
00783,輣,ㄆㄥˊ,péng
00784,鬅,ㄆㄥˊ,péng
00785,鵬,ㄆㄥˊ,péng
00786,逢,(二)ㄆㄥˊ,(二)péng
00787,蓬,ㄆㄥˊ,péng
00788,髼,ㄆㄥˊ,péng
00789,篷,ㄆㄥˊ,péng
00790,彭,ㄆㄥˊ,péng
00791,澎,(二)ㄆㄥˊ,(二)péng
00792,膨,ㄆㄥˊ,péng
00793,蟛,ㄆㄥˊ,péng
00794,篣,(二)ㄆㄥˊ,(二)péng
00795,捧,ㄆㄥˇ,pěng
00796,椪,ㄆㄥˋ,pèng
00797,碰,ㄆㄥˋ,pèng
00798,踫,ㄆㄥˋ,pèng
00799,匹,(二)ㄆㄧ,(二)pī
00800,丕,ㄆㄧ,pī
00801,伾,ㄆㄧ,pī
00802,坯,(二)（又音）ㄆㄧ,(二)（又音）pī
00803,狉,ㄆㄧ,pī
00804,秠,ㄆㄧ,pī
00805,駓,ㄆㄧ,pī
00806,批,ㄆㄧ,pī
00807,砒,ㄆㄧ,pī
00808,紕,(一)ㄆㄧ,(一)pī
00809,鈚,(二)（又音）ㄆㄧ,(二)（又音）pī
00810,鎞,(一)ㄆㄧ,(一)pī
00811,披,(一)ㄆㄧ,(一)pī
00812,被,(二)ㄆㄧ,(二)pī
00813,鈹,(二)ㄆㄧ,(二)pī
00814,劈,(一)ㄆㄧ,(一)pī
00815,霹,ㄆㄧ,pī
00816,比,(三)ㄆㄧˊ,(三)pí
00817,阰,ㄆㄧˊ,pí
00818,玭,(三)（又音）ㄆㄧˊ,(三)（又音）pí
00819,枇,ㄆㄧˊ,pí
00820,芘,(二)ㄆㄧˊ,(二)pí
00821,毗,ㄆㄧˊ,pí
00822,毘,ㄆㄧˊ,pí
00823,蚍,ㄆㄧˊ,pí
00824,紕,(二)ㄆㄧˊ,(二)pí
00825,琵,ㄆㄧˊ,pí
00826,鈚,(一)ㄆㄧˊ,(一)pí
00827,膍,ㄆㄧˊ,pí
00828,貔,ㄆㄧˊ,pí
00829,皮,ㄆㄧˊ,pí
00830,陂,(一)ㄆㄧˊ,(一)pí
00831,疲,ㄆㄧˊ,pí
00832,鈹,(一)ㄆㄧˊ,(一)pí
00833,埤,(三)ㄆㄧˊ,(三)pí
00834,啤,ㄆㄧˊ,pí
00835,郫,ㄆㄧˊ,pí
00836,陴,ㄆㄧˊ,pí
00837,椑,(二)ㄆㄧˊ,(二)pí
00838,脾,ㄆㄧˊ,pí
00839,裨,(二)ㄆㄧˊ,(二)pí
00840,蜱,ㄆㄧˊ,pí
00841,鼙,ㄆㄧˊ,pí
00842,蠯,ㄆㄧˊ,pí
00843,罷,(三)ㄆㄧˊ,(三)pí
00844,羆,ㄆㄧˊ,pí
00845,匹,(一)ㄆㄧˇ,(一)pǐ
00846,庀,ㄆㄧˇ,pǐ
00847,仳,ㄆㄧˇ,pǐ
00848,吡,(二)ㄆㄧˇ,(二)pǐ
00849,疋,(一)ㄆㄧˇ,(一)pǐ
00850,圮,ㄆㄧˇ,pǐ
00851,否,(二)ㄆㄧˇ,(二)pǐ
00852,痞,ㄆㄧˇ,pǐ
00853,嚭,ㄆㄧˇ,pǐ
00854,劈,(二)ㄆㄧˇ,(二)pǐ
00855,癖,(一)ㄆㄧˇ,(一)pǐ
00856,屁,ㄆㄧˋ,pì
00857,媲,ㄆㄧˋ,pì
00858,淠,(一)ㄆㄧˋ,(一)pì
00859,濞,ㄆㄧˋ,pì
00860,埤,(一)ㄆㄧˋ,(一)pì
00861,副,(二)ㄆㄧˋ,(二)pì
00862,辟,(二)ㄆㄧˋ,(二)pì
00863,僻,(一)（讀音）ㄆㄧˋ,(一)（讀音）pì
00864,澼,ㄆㄧˋ,pì
00865,擗,ㄆㄧˋ,pì
00866,癖,(二)（又音）ㄆㄧˋ,(二)（又音）pì
00867,甓,ㄆㄧˋ,pì
00868,譬,ㄆㄧˋ,pì
00869,闢,ㄆㄧˋ,pì
00870,鷿,ㄆㄧˋ,pì
00871,潎,(一)ㄆㄧˋ,(一)pì
00872,&3577_.png;,(二)（又音）ㄆㄧㄚ,(二)（又音）piā
00873,啪,(二)（又音）ㄆㄧㄚ,(二)（又音）piā
00874,氕,ㄆㄧㄝ,piē
00875,覕,(二)ㄆㄧㄝ,(二)piē
00876,潎,(二)ㄆㄧㄝ,(二)piē
00877,撇,(一)ㄆㄧㄝ,(一)piē
00878,瞥,ㄆㄧㄝ,piē
00879,丿,ㄆㄧㄝˇ,piě
00880,撇,(二)ㄆㄧㄝˇ,(二)piě
00881,嫳,ㄆㄧㄝˋ,piè
00882,票,(二)ㄆㄧㄠ,(二)piāo
00883,僄,(二)（又音）ㄆㄧㄠ,(二)（又音）piāo
00884,漂,(一)ㄆㄧㄠ,(一)piāo
00885,彯,ㄆㄧㄠ,piāo
00886,嘌,ㄆㄧㄠ,piāo
00887,嫖,(二)ㄆㄧㄠ,(二)piāo
00888,翲,ㄆㄧㄠ,piāo
00889,螵,ㄆㄧㄠ,piāo
00890,飄,ㄆㄧㄠ,piāo
00890A,朴,(三)ㄆㄧㄠˊ,(三)piáo
00891,嫖,(一)ㄆㄧㄠˊ,(一)piáo
00892,瓢,ㄆㄧㄠˊ,piáo
00893,殍,ㄆㄧㄠˇ,piǎo
00894,莩,(二)ㄆㄧㄠˇ,(二)piǎo
00895,漂,(二)ㄆㄧㄠˇ,(二)piǎo
00896,摽,(二)ㄆㄧㄠˇ,(二)piǎo
00897,標,(二)ㄆㄧㄠˇ,(二)piǎo
00898,瞟,ㄆㄧㄠˇ,piǎo
00899,篻,ㄆㄧㄠˇ,piǎo
00900,縹,(一)ㄆㄧㄠˇ,(一)piǎo
00901,醥,ㄆㄧㄠˇ,piǎo
00902,顠,ㄆㄧㄠˇ,piǎo
00903,皫,ㄆㄧㄠˇ,piǎo
00904,票,(一)ㄆㄧㄠˋ,(一)piào
00905,剽,ㄆㄧㄠˋ,piào
00906,僄,(一)ㄆㄧㄠˋ,(一)piào
00907,漂,(三)ㄆㄧㄠˋ,(三)piào
00908,慓,ㄆㄧㄠˋ,piào
00909,縹,(二)（又音）ㄆㄧㄠˋ,(二)（又音）piào
00910,驃,ㄆㄧㄠˋ,piào
00911,片,(二)ㄆㄧㄢ,(二)piān
00912,扁,(二)ㄆㄧㄢ,(二)piān
00913,偏,ㄆㄧㄢ,piān
00914,媥,ㄆㄧㄢ,piān
00915,萹,(一)ㄆㄧㄢ,(一)piān
00916,篇,ㄆㄧㄢ,piān
00917,翩,ㄆㄧㄢ,piān
00918,平,(二)ㄆㄧㄢˊ,(二)pián
00919,玭,(二)（又音）ㄆㄧㄢˊ,(二)（又音）pián
00920,便,(二)ㄆㄧㄢˊ,(二)pián
00921,楩,ㄆㄧㄢˊ,pián
00922,緶,(二)ㄆㄧㄢˊ,(二)pián
00923,胼,ㄆㄧㄢˊ,pián
00924,駢,ㄆㄧㄢˊ,pián
00925,骿,ㄆㄧㄢˊ,pián
00926,楄,(一)ㄆㄧㄢˊ,(一)pián
00927,褊,(一)ㄆㄧㄢˊ,(一)pián
00928,諞,(一)ㄆㄧㄢˊ,(一)pián
00929,蹁,ㄆㄧㄢˊ,pián
00930,諞,(二)（又音）ㄆㄧㄢˇ,(二)（又音）piǎn
00931,片,(一)ㄆㄧㄢˋ,(一)piàn
00932,猵,(二)ㄆㄧㄢˋ,(二)piàn
00933,遍,(二)（語音）ㄆㄧㄢˋ,(二)（語音）piàn
00934,騙,ㄆㄧㄢˋ,piàn
00935,拼,ㄆㄧㄣ,pīn
00936,姘,ㄆㄧㄣ,pīn
00937,玭,(一)ㄆㄧㄣˊ,(一)pín
00938,貧,ㄆㄧㄣˊ,pín
00939,頻,ㄆㄧㄣˊ,pín
00940,瀕,(二)（又音）ㄆㄧㄣˊ,(二)（又音）pín
00941,嚬,ㄆㄧㄣˊ,pín
00942,蘋,(一)ㄆㄧㄣˊ,(一)pín
00943,顰,ㄆㄧㄣˊ,pín
00944,嬪,ㄆㄧㄣˊ,pín
00945,矉,ㄆㄧㄣˊ,pín
00946,蠙,(一)ㄆㄧㄣˊ,(一)pín
00947,品,ㄆㄧㄣˇ,pǐn
00948,牝,ㄆㄧㄣˋ,pìn
00949,聘,(一)ㄆㄧㄣˋ,(一)pìn
00950,乒,ㄆㄧㄥ,pīng
00951,甹,ㄆㄧㄥ,pīng
00952,俜,ㄆㄧㄥ,pīng
00953,娉,ㄆㄧㄥ,pīng
00954,艵,(一)ㄆㄧㄥ,(一)pīng
00955,頩,ㄆㄧㄥ,pīng
00956,平,(一)ㄆㄧㄥˊ,(一)píng
00957,坪,ㄆㄧㄥˊ,píng
00958,枰,ㄆㄧㄥˊ,píng
00959,苹,ㄆㄧㄥˊ,píng
00960,秤,(二)ㄆㄧㄥˊ,(二)píng
00961,評,ㄆㄧㄥˊ,píng
00962,萍,ㄆㄧㄥˊ,píng
00963,洴,ㄆㄧㄥˊ,píng
00964,帡,ㄆㄧㄥˊ,píng
00965,屏,(一)ㄆㄧㄥˊ,(一)píng
00966,栟,(二)（又音）ㄆㄧㄥˊ,(二)（又音）píng
00967,荓,ㄆㄧㄥˊ,píng
00968,瓶,ㄆㄧㄥˊ,píng
00969,艵,(二)（又音）ㄆㄧㄥˊ,(二)（又音）píng
00970,蛢,ㄆㄧㄥˊ,píng
00971,缾,ㄆㄧㄥˊ,píng
00972,軿,ㄆㄧㄥˊ,píng
00973,蓱,ㄆㄧㄥˊ,píng
00974,鵧,ㄆㄧㄥˊ,píng
00975,馮,(二)ㄆㄧㄥˊ,(二)píng
00976,憑,ㄆㄧㄥˊ,píng
00977,蘋,(二)ㄆㄧㄥˊ,(二)píng
00978,聘,(二)ㄆㄧㄥˋ,(二)pìng
00979,攴,ㄆㄨ,pū
00980,仆,(一)ㄆㄨ,(一)pū
00981,扑,ㄆㄨ,pū
00982,痡,ㄆㄨ,pū
00983,鋪,(一)ㄆㄨ,(一)pū
00984,撲,ㄆㄨ,pū
00985,噗,ㄆㄨ,pū
00986,&fa76._104_0.gif;,(一)（語音）ㄆㄨ,(一)（語音）pū
00987,朴,(二)ㄆㄨˊ,(二)pú
00988,匍,ㄆㄨˊ,pú
00989,莆,(二)ㄆㄨˊ,(二)pú
00990,脯,(二)ㄆㄨˊ,(二)pú
00991,葡,ㄆㄨˊ,pú
00992,酺,ㄆㄨˊ,pú
00993,蒲,ㄆㄨˊ,pú
00994,蒱,ㄆㄨˊ,pú
00995,菩,ㄆㄨˊ,pú
00996,僕,ㄆㄨˊ,pú
00997,墣,ㄆㄨˊ,pú
00998,璞,ㄆㄨˊ,pú
00999,樸,ㄆㄨˊ,pú
01000,濮,ㄆㄨˊ,pú
01001,襆,ㄆㄨˊ,pú
01002,醭,(二)（又音）ㄆㄨˊ,(二)（又音）pú
01003,蹼,ㄆㄨˊ,pú
01004,鏷,ㄆㄨˊ,pú
01005,纀,ㄆㄨˊ,pú
01006,浦,ㄆㄨˇ,pǔ
01007,埔,(一)ㄆㄨˇ,(一)pǔ
01008,哺,(三)（又音）ㄆㄨˇ,(三)（又音）pǔ
01009,圃,ㄆㄨˇ,pǔ
01010,溥,ㄆㄨˇ,pǔ
01011,普,ㄆㄨˇ,pǔ
01012,譜,ㄆㄨˇ,pǔ
01013,鐠,ㄆㄨˇ,pǔ
01014,堡,(二)（又音）ㄆㄨˋ,(二)（又音）pù
01015,暴,(二)ㄆㄨˋ,(二)pù
01016,瀑,(一)ㄆㄨˋ,(一)pù
01017,曝,ㄆㄨˋ,pù
01018,鋪,(二)ㄆㄨˋ,(二)pù
01019,媽,ㄇㄚ,mā
01020,螞,(二)ㄇㄚ,(二)mā
01021,摩,(二)ㄇㄚ,(二)mā
01022,嬤,ㄇㄚ,mā
01023,麻,ㄇㄚˊ,má
01024,痲,ㄇㄚˊ,má
01025,麼,(三)ㄇㄚˊ,(三)má
01026,嘛,(一)（讀音）ㄇㄚˊ,(一)（讀音）má
01027,犘,ㄇㄚˊ,má
01028,蟆,(一)ㄇㄚˊ,(一)má
01029,馬,ㄇㄚˇ,mǎ
01030,傌,(二)ㄇㄚˇ,(二)mǎ
01031,嗎,(二)ㄇㄚˇ,(二)mǎ
01032,瑪,ㄇㄚˇ,mǎ
01033,碼,ㄇㄚˇ,mǎ
01034,螞,(一)ㄇㄚˇ,(一)mǎ
01035,鎷,ㄇㄚˇ,mǎ
01036,傌,(一)ㄇㄚˋ,(一)mà
01037,禡,ㄇㄚˋ,mà
01038,罵,ㄇㄚˋ,mà
01039,螞,(三)ㄇㄚˋ,(三)mà
01040,嗎,(一)˙ㄇㄚ,(一)ma
01041,麼,(二)˙ㄇㄚ,(二)ma
01042,嘛,(二)（語音）˙ㄇㄚ,(二)（語音）ma
01043,蟆,(二)（又音）˙ㄇㄚ,(二)（又音）ma
01044,摸,(一)ㄇㄛ,(一)mō
01045,無,(二)ㄇㄛˊ,(二)mó
01046,麼,(一)ㄇㄛˊ,(一)mó
01047,摩,(一)ㄇㄛˊ,(一)mó
01048,磨,(一)ㄇㄛˊ,(一)mó
01049,魔,ㄇㄛˊ,mó
01050,蘑,ㄇㄛˊ,mó
01051,劘,ㄇㄛˊ,mó
01052,摸,(三)ㄇㄛˊ,(三)mó
01053,嫫,ㄇㄛˊ,mó
01054,模,(一)ㄇㄛˊ,(一)mó
01055,摹,ㄇㄛˊ,mó
01056,膜,(二)（又音）ㄇㄛˊ,(二)（又音）mó
01057,糢,ㄇㄛˊ,mó
01058,謨,ㄇㄛˊ,mó
01059,饃,ㄇㄛˊ,mó
01060,譕,ㄇㄛˊ,mó
01061,抹,(一)ㄇㄛˇ,(一)mǒ
01062,万,(一)ㄇㄛˋ,(一)mò
01063,末,ㄇㄛˋ,mò
01064,沫,ㄇㄛˋ,mò
01065,抹,(二)ㄇㄛˋ,(二)mò
01066,妺,ㄇㄛˋ,mò
01067,茉,ㄇㄛˋ,mò
01068,秣,ㄇㄛˋ,mò
01069,袜,(一)ㄇㄛˋ,(一)mò
01070,靺,ㄇㄛˋ,mò
01071,沒,(一)ㄇㄛˋ,(一)mò
01072,歿,ㄇㄛˋ,mò
01073,歾,ㄇㄛˋ,mò
01074,佰,(三)ㄇㄛˋ,(三)mò
01075,陌,ㄇㄛˋ,mò
01076,貊,ㄇㄛˋ,mò
01077,冒,(二)ㄇㄛˋ,(二)mò
01078,脈,(二)（又音）ㄇㄛˋ,(二)（又音）mò
01079,眽,(一)ㄇㄛˋ,(一)mò
01080,覛,ㄇㄛˋ,mò
01081,霢,ㄇㄛˋ,mò
01082,麥,(二)（讀音）ㄇㄛˋ,(二)（讀音）mò
01083,莫,(一)ㄇㄛˋ,(一)mò
01084,漠,ㄇㄛˋ,mò
01085,寞,ㄇㄛˋ,mò
01086,幕,(二)ㄇㄛˋ,(二)mò
01087,鄚,ㄇㄛˋ,mò
01088,嗼,ㄇㄛˋ,mò
01089,膜,(一)ㄇㄛˋ,(一)mò
01090,瘼,ㄇㄛˋ,mò
01091,貘,ㄇㄛˋ,mò
01092,鏌,ㄇㄛˋ,mò
01093,驀,ㄇㄛˋ,mò
01094,貉,(三)ㄇㄛˋ,(三)mò
01095,塺,(二)（又音）ㄇㄛˋ,(二)（又音）mò
01096,磨,(二)ㄇㄛˋ,(二)mò
01097,墨,ㄇㄛˋ,mò
01098,嘿,(一)ㄇㄛˋ,(一)mò
01099,默,ㄇㄛˋ,mò
01100,嚜,(一)ㄇㄛˋ,(一)mò
01101,纆,ㄇㄛˋ,mò
01102,麼,(四)˙ㄇㄜ,(四)me
01103,嚜,(二)˙ㄇㄜ,(二)me
01104,埋,(一)ㄇㄞˊ,(一)mái
01105,薶,(一)ㄇㄞˊ,(一)mái
01106,霾,ㄇㄞˊ,mái
01107,買,ㄇㄞˇ,mǎi
01108,脈,(一)ㄇㄞˋ,(一)mài
01109,眽,(二)（又音）ㄇㄞˋ,(二)（又音）mài
01110,麥,(一)（語音）ㄇㄞˋ,(一)（語音）mài
01111,賣,ㄇㄞˋ,mài
01112,勱,ㄇㄞˋ,mài
01113,邁,ㄇㄞˋ,mài
01114,沒,(二)ㄇㄟˊ,(二)méi
01115,玫,ㄇㄟˊ,méi
01116,枚,ㄇㄟˊ,méi
01117,苺,ㄇㄟˊ,méi
01118,梅,ㄇㄟˊ,méi
01119,莓,ㄇㄟˊ,méi
01120,脢,ㄇㄟˊ,méi
01121,酶,ㄇㄟˊ,méi
01122,霉,ㄇㄟˊ,méi
01123,鋂,ㄇㄟˊ,méi
01124,眉,ㄇㄟˊ,méi
01125,湄,ㄇㄟˊ,méi
01126,嵋,ㄇㄟˊ,méi
01127,郿,ㄇㄟˊ,méi
01128,楣,ㄇㄟˊ,méi
01129,媒,ㄇㄟˊ,méi
01130,煤,ㄇㄟˊ,méi
01131,腜,ㄇㄟˊ,méi
01132,禖,ㄇㄟˊ,méi
01133,塺,(一)ㄇㄟˊ,(一)méi
01134,糜,(二)ㄇㄟˊ,(二)méi
01135,黴,ㄇㄟˊ,méi
01136,每,ㄇㄟˇ,měi
01137,挴,ㄇㄟˇ,měi
01138,美,ㄇㄟˇ,měi
01139,渼,ㄇㄟˇ,měi
01140,鎂,ㄇㄟˇ,měi
01141,浼,ㄇㄟˇ,měi
01142,媺,ㄇㄟˇ,měi
01143,沬,ㄇㄟˋ,mèi
01144,妹,ㄇㄟˋ,mèi
01145,昧,ㄇㄟˋ,mèi
01146,眛,ㄇㄟˋ,mèi
01147,寐,ㄇㄟˋ,mèi
01148,魅,ㄇㄟˋ,mèi
01149,袂,ㄇㄟˋ,mèi
01150,痗,ㄇㄟˋ,mèi
01151,媚,ㄇㄟˋ,mèi
01152,瑁,(一)ㄇㄟˋ,(一)mèi
01153,蝐,ㄇㄟˋ,mèi
01154,韎,ㄇㄟˋ,mèi
01155,謎,(三)（又音）ㄇㄟˋ,(三)（又音）mèi
01156,摸,(二)（又音）ㄇㄠ,(二)（又音）māo
01157,貓,ㄇㄠ,māo
01158,毛,ㄇㄠˊ,máo
01159,旄,(一)ㄇㄠˊ,(一)máo
01160,髦,ㄇㄠˊ,máo
01161,矛,ㄇㄠˊ,máo
01162,茅,ㄇㄠˊ,máo
01162A,茆,(二)ㄇㄠˊ,(二)máo
01163,堥,(一)ㄇㄠˊ,(一)máo
01164,髳,(一)ㄇㄠˊ,(一)máo
01165,蝥,ㄇㄠˊ,máo
01166,蟊,ㄇㄠˊ,máo
01167,犛,(二)（又音）ㄇㄠˊ,(二)（又音）máo
